序号,区划层级,省份区划编码,地市区划编码,地市区划名称,区县区划编码,区县区划名称,机构层级,省份机构名称,地市机构编码,地市机构名称,区县机构编码,区县机构名称,网点机构编码,网点机构名称,主码,法定客户名称,子码,协议客户名称,业务关系码,业务关系名称,行业一级,行业二级,行业三级,客户等级,注册日期,客户经理编码,客户经理名称,首席客户经理编码,首席客户经理名称,团队编码,团队名称,统计期业务量_万件,统计期收入_万元,统计期重量_kg,对比期业务量_万件,对比期收入_万元,对比期重量_kg,col_38,col_39
559,420000,湖北省,420100,武汉市,420104,硚口区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43003003,武汉市硚口区寄递事业部,43003504,武汉市硚口武胜路揽投部,43003504,武汉市硚口武胜路揽投部,C1100614037126,中通服供应链股份有限公司,91100960841583,中通服-中通服供应链管理有限公司JH,1100173521494,中通服供应链股份有限公司(中通服供应链管理有限公司),商企类,交通运输、物流仓储,其他,普通,2023-09-28,03881837,敖茜,,,,,0,0,0,0.0002,0.0020707979,0.32
560,420000,湖北省,420100,武汉市,420104,硚口区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43003003,武汉市硚口区寄递事业部,43003504,武汉市硚口武胜路揽投部,43003504,武汉市硚口武胜路揽投部,C1100713670668,湖北巨龙金融配套科技有限公司,91100663008308,湖北巨龙金融配套科技有限公司,1100115351671,巨龙金融(湖北巨龙金融配套科技有限公司),商企类,金融类,票据、凭证包,白银,2022-05-31,04033741,刘耀文,,,04033741,刘耀文,0.0271,0.321943396,27.02,0.0479,0.4233073862,47.56
563,420000,湖北省,420100,武汉市,420104,硚口区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43003003,武汉市硚口区寄递事业部,43003504,武汉市硚口武胜路揽投部,43003504,武汉市硚口武胜路揽投部,C1101122463876,武汉市硚口区腾飞茗茶批发部,91100926729333,武汉市硚口区腾飞茗茶批发部,1100156086503,武汉市硚口区腾飞茗茶批发部(国内特快),商企类,生鲜特产,茶类,,2023-05-31,03881841,丁文铎,,,03881841,丁文铎,0.0001,0.0009433962,0.1,0,0,0
564,420000,湖北省,420100,武汉市,420104,硚口区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43003003,武汉市硚口区寄递事业部,43003504,武汉市硚口武胜路揽投部,43003504,武汉市硚口武胜路揽投部,C1101151589822,快宝(上海)网络技术有限公司,91101016932925,快宝(上海)网络技术有限公司-快宝上门取件武汉市,1100189814441,快宝(上海)网络技术有限公司(上海)网络技术有限公司(快宝上门取件武汉市),商企类,退换货（商企）,快宝退换货（商企）,普通,2024-04-10,"03916800,03881828","徐玉婷,申莉莉",,,03916800,徐玉婷,0.0004,0.0053773586,0.55,0,0,0
565,420000,湖北省,420100,武汉市,420104,硚口区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43003003,武汉市硚口区寄递事业部,43003504,武汉市硚口武胜路揽投部,43003504,武汉市硚口武胜路揽投部,C1101321391327,武汉叁艺文化广告有限公司,91101106465410,武汉叁艺文化广告有限公司,1100219051033,武汉叁艺文化广告有限公司(国内特快),商企类,商业服务类,广告、会展、公关、中介,普通,2025-05-28,01611081,芦刚,,,,,0,0,0,0.0104,0.102489914,8.26
566,420000,湖北省,420100,武汉市,420104,硚口区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43003003,武汉市硚口区寄递事业部,43003504,武汉市硚口武胜路揽投部,43003504,武汉市硚口武胜路揽投部,C1101605711676,湖北壳牌能源有限公司,91101041946186,湖北壳牌能源有限公司,1100196898744,湖北壳牌能源有限公司(国内特快),商企类,生鲜特产,其他类,普通,2024-08-01,03873582,刘千,,,03873582,刘千,0.0064,0.1024528314,17.986,0.0001,0.0131530206,15.16
567,420000,湖北省,420100,武汉市,420104,硚口区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43003003,武汉市硚口区寄递事业部,43003504,武汉市硚口武胜路揽投部,43003504,武汉市硚口武胜路揽投部,C1101737902113,武汉武商超市管理有限公司百圣店,91100959125834,武汉武商超市管理有限公司百圣店,1100172764087,武汉武商超市管理有限公司百圣店(电商标快),商企类,生鲜特产,特产类,白银,2023-09-21,01612271,胡常亮,,,,,0,0,0,0.0275,0.1977320415,1618.469
568,420000,湖北省,420100,武汉市,420104,硚口区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43003003,武汉市硚口区寄递事业部,43003504,武汉市硚口武胜路揽投部,43003504,武汉市硚口武胜路揽投部,C1102252227037,招商银行股份有限公司武汉硚口支行,91101085932235,招商银行股份有限公司武汉硚口支行-硚口支行,1100212205127,招商银行股份有限公司武汉硚口支行(国内特快),商企类,金融类,对账单寄递,普通,2025-02-08,03873582,刘千,,,03873582,刘千,0.0306,0.6014151015,36.76,0.0083,0.1013722077,7.6
569,420000,湖北省,420100,武汉市,420104,硚口区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43003003,武汉市硚口区寄递事业部,43003504,武汉市硚口武胜路揽投部,43003504,武汉市硚口武胜路揽投部,C1102342092699,武汉市硚口区和信商业管理有限公司,91101095432174,武汉市硚口区和信商业管理有限公司,1100215448523,武汉市硚口区和信商业管理有限公司(国内特快),商企类,商业服务类,专业服务、咨询（财会、法律、人力资源等）,普通,2025-03-24,04033741,刘耀文,,,04033741,刘耀文,0.0013,0.0133018865,0.78,0.001,0.0143209278,0.6
570,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000028,武汉市汉阳五里墩揽投部,43000028,武汉市汉阳五里墩揽投部,C0000000537139,中铁大桥局集团有限公司,91100786539066,中铁大桥局集团有限公司-武汉,1100117526060,中铁大桥局集团有限公司(特快),商企类,房产建筑,房地产、建筑建材、工程,白银,2022-06-17,01610716,王舰,,,01610716,王舰,0.0025,0.0741509426,77.61,0.0025,0.0557747541,40.99
571,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000028,武汉市汉阳五里墩揽投部,43000028,武汉市汉阳五里墩揽投部,C0000003972685,中国银行股份有限公司武汉汉阳支行,90000005064207,中国银行股份有限公司武汉汉阳支行,1030001776803,中国银行股份有限公司武汉汉阳支行(特快),商企类,金融类,对账单寄递,普通,2015-11-23,01610629,刘波,,,,,0,0,0,0.0033,0.033081659,3.3
572,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000028,武汉市汉阳五里墩揽投部,43000028,武汉市汉阳五里墩揽投部,C0000006516334,健民药业集团股份有限公司,90000008256315,健民药业集团股份有限公司,1100101756439,健民药业集团股份有限公司(电商标快),商企类,医药类,药品销售,,2021-12-06,04244459,刘瀚,4008060475,蒋思成,04244459,刘瀚,0.0587,1.2874811261,6092.645,0,0,0
573,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000028,武汉市汉阳五里墩揽投部,43000028,武汉市汉阳五里墩揽投部,C0000007454516,中国人民财产保险股份有限公司武汉市分公司,80000002595315,中国人民财产保险股份有限公司武汉市分公司-武汉,1100030720778,中国人民财产保险股份有限公司武汉市分公司(特快),商企类,保险类,产险保单配送,白银,2019-06-04,04244459,刘瀚,,,04244459,刘瀚,0.0327,0.2539622674,77.472,0.0249,0.2081005322,71.96
574,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000028,武汉市汉阳五里墩揽投部,43000028,武汉市汉阳五里墩揽投部,C0000007866524,迈克生物（湖北）有限公司,90000009785986,迈克生物（湖北）有限公司,1030001491773,迈克生物（湖北）有限公司(特快),商企类,贸易、消费品、调换货,贸易、进出口,普通,2017-04-14,01610629,刘波,,,,,0,0,0,0.0017,0.0272572267,3.8
575,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000028,武汉市汉阳五里墩揽投部,43000028,武汉市汉阳五里墩揽投部,C0000007919714,东风汽车集团股份有限公司奕派汽车科技分公司,91100935671542,东风汽车集团股份有限公司奕派汽车科技分公司-技术中心,1100246062912,东风汽车集团股份有限公司奕派汽车科技分公司(特快2),商企类,生产加工制造业,汽车,,2026-05-28,04244459,刘瀚,,,04244459,刘瀚,0.0151,0.3181886843,164.027,0,0,0
577,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000028,武汉市汉阳五里墩揽投部,43000028,武汉市汉阳五里墩揽投部,C1100566029730,武汉地铁汉正街置业有限公司,91100591838736,武汉地铁汉正街置业有限公司,1100100044696,武汉地铁汉正街置业有限公司(特快),商企类,房产建筑,房地产、建筑建材、工程,普通,2021-11-04,01612426,张恒,,,,,0,0,0,0.0003,0.0028301886,0.3
578,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000028,武汉市汉阳五里墩揽投部,43000028,武汉市汉阳五里墩揽投部,C1100566068687,武汉市万科房地产有限公司,91101169091919,武汉市万科房地产有限公司,1100240450737,武汉市万科房地产有限公司(特快),商企类,房产建筑,房地产、建筑建材、工程,,2025-12-31,04244459,刘瀚,,,04244459,刘瀚,0.0069,0.1024528298,96.925,0,0,0
579,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000028,武汉市汉阳五里墩揽投部,43000028,武汉市汉阳五里墩揽投部,C1100620086543,东风乘用车销售有限公司,91101013736801,东风乘用车销售有限公司-武汉,1100189009122,东风乘用车销售有限公司(特快专递),商企类,生产加工制造业,汽车,铂金,2024-03-27,01612426,张恒,,,,,0,0,0,0.1084,1.6357960963,128.59
580,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000028,武汉市汉阳五里墩揽投部,43000028,武汉市汉阳五里墩揽投部,C1100934071051,汉口银行股份有限公司汉阳支行,91100877937722,汉口银行股份有限公司汉阳支行,1100154712338,汉口银行股份有限公司汉阳支行(特快),商企类,金融类,行政办公,白银,2023-05-22,04244459,刘瀚,,,04244459,刘瀚,0.012,0.1598113206,24.1,0.0123,0.1482245518,13.4
583,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000028,武汉市汉阳五里墩揽投部,43000028,武汉市汉阳五里墩揽投部,C1101106052322,中国工商银行股份有限公司武汉汉阳支行,91100923145680,中国工商银行股份有限公司武汉汉阳支行,1100154187749,中国工商银行股份有限公司武汉汉阳支行(特快),商企类,金融类,行政办公,白银,2023-05-18,01610629,刘波,4003356186,马丽,01610629,刘波,0.074,0.8189622685,75.7,0.0252,0.2514963578,25.2
584,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000028,武汉市汉阳五里墩揽投部,43000028,武汉市汉阳五里墩揽投部,C1101151589822,快宝(上海)网络技术有限公司,91101016932925,快宝(上海)网络技术有限公司-快宝上门取件武汉市,1100189814441,快宝(上海)网络技术有限公司(上海)网络技术有限公司(快宝上门取件武汉市),商企类,退换货（商企）,快宝退换货（商企）,普通,2024-04-10,"03916800,03881828","徐玉婷,申莉莉",,,03916800,徐玉婷,0.0002,0.0018867924,0.195,0,0,0
585,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000028,武汉市汉阳五里墩揽投部,43000028,武汉市汉阳五里墩揽投部,C1102084776499,武汉市万宸房地产开发有限公司,91101042889240,武汉市万宸房地产开发有限公司-武汉,1100197084281,武汉市万宸房地产开发有限公司(特快),商企类,房产建筑,房地产、建筑建材、工程,白银,2024-08-05,,,,,,,0,0,0,0.0105,0.1286280059,9.68
586,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C0000000535979,神龙汽车有限公司,90000000653341,神龙汽车有限公司,1100112919162,神龙汽车有限公司(特快),商企类,生产加工制造业,加工制造,普通,2022-05-06,03379491,雷凯,,,03379491,雷凯,0.0033,0.0695283021,26.5,0,0,0
587,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C0000000536688,东风汽车股份有限公司,91101005510868,东风汽车股份有限公司-武汉,1100186494385,东风汽车股份有限公司(武汉标快),商企类,生产加工制造业,汽车,白银,2024-02-29,03379491,雷凯,,,,,0,0,0,0.0051,0.0573865218,13.42
588,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C0000003852132,SEW-传动设备（武汉）有限公司,80000002596091,传动设备（武汉）有限公司-传动设备（武汉）有限公司-武汉,1030000912354,传动设备（武汉）有限公司(特快),商企类,生产加工制造业,汽车,普通,2015-12-04,03782437,张锬,,,03582649,罗洋,0.0048,0.059849057,5.8,0.0073,0.1030612356,11.155
589,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C0000003914782,上海弗列加滤清器有限公司武汉分公司,90000004989606,上海弗列加滤清器有限公司武汉分公司,1030002040303,上海弗列加滤清器有限公司武汉分公司(特快),商企类,生产加工制造业,汽车,普通,2015-11-23,03782437,张锬,,,,,0,0,0,0.0001,0.0009433962,0.1
590,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C0000003916065,中粮包装（武汉）有限公司,91100960828960,中粮包装（武汉）有限公司,1100173497711,中粮包装（武汉）有限公司(特快),商企类,商业服务类,其他,普通,2023-09-28,04030473,刘楚舒,,,,,0,0,0,0.0001,0.0009433962,0.1
591,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C0000004009249,鞍钢钢材配送（武汉）有限公司,90000005110355,鞍钢钢材配送（武汉）有限公司,1030001914537,鞍钢钢材配送（武汉）有限公司(特快),商企类,交通运输、物流仓储,物流仓储,白银,2015-11-23,03782437,张锬,,,03582649,罗洋,0.0088,0.2055660384,80.24,0.0076,0.1298514796,22.59
592,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C0000004038072,武汉优尔生商贸有限公司,80000002274410,武汉优尔生商贸有限公司-武汉,1030001688692,武汉优尔生商贸有限公司(特快),商企类,生鲜特产,其他类,白银,2015-11-23,03782437,张锬,4007537260,杨静,03582649,罗洋,0.002,0.09885849,111.01,0.0022,0.1462616931,110.38
593,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C0000006233105,武汉加多宝饮料有限公司,80000002596226,武汉加多宝饮料有限公司-武汉,1030001854237,武汉加多宝饮料有限公司(特快),商企类,生产加工制造业,加工制造,普通,2015-12-04,03782437,张锬,,,03582649,罗洋,0.0015,0.0458490568,29.492,0.002,0.0642735851,41.82
594,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C0000007116566,东风延锋汽车座舱系统有限公司,91100786538920,东风延锋汽车座舱系统有限公司-武汉,1100117525665,东风延锋汽车座舱系统有限公司(特快),商企类,生产加工制造业,汽车,黄金,2022-06-17,03782437,张锬,,,03582649,罗洋,0.0168,0.4457358537,530.839,0.0174,0.879908466,1021.645
595,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C0000007919714,东风汽车集团股份有限公司乘用车公司,91100817072074,东风汽车集团股份有限公司乘用车公司-武汉,1100118761589,东风汽车集团股份有限公司乘用车公司(特快),商企类,生产加工制造业,汽车,普通,2022-06-27,01610701,李刚,,,,,0,0,0,0.0088,0.1133228738,8.8
596,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C0000007919714,东风汽车集团股份有限公司奕派汽车科技分公司,91100935671542,东风汽车集团股份有限公司奕派汽车科技分公司-技术中心,1100160860799,东风汽车集团股份有限公司奕派汽车科技分公司(特快),商企类,生产加工制造业,汽车,白银,2023-07-02,03782437,张锬,4003356186,马丽,03582649,罗洋,0.0116,0.1883962281,19.47,0.0083,0.1261784652,11.35
598,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C1100054401927,武汉大禹阀门股份有限公司,91100055567460,武汉大禹阀门股份有限公司,1100093592000,武汉大禹阀门股份有限公司(特快),商企类,生产加工制造业,汽车,普通,2021-07-30,03782437,张锬,,,03582649,罗洋,0.0019,0.0371132084,1.9,0.0138,0.295314519,13.8
599,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C1100475514727,航天瑞奇电缆有限公司,91100435854685,航天瑞奇电缆有限公司,1100101756046,航天瑞奇电缆有限公司(特快),商企类,生产加工制造业,汽车,普通,2021-12-06,03782437,张锬,,,03582649,罗洋,0.0004,0.0070754718,0.4,0.0007,0.0109060065,0.7
600,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C1100653424376,武汉昌顺云仓服务有限公司,91101104344739,武汉昌顺云仓服务有限公司-函件,1100218356939,武汉昌顺云仓服务有限公司(电商标快),商企类,交通运输、物流仓储,物流仓储,铂金,2025-05-16,03582649,罗洋,,,03582649,罗洋,0.5503,2.1258962618,15397.159,0.5632,1.9187536311,7938.397
601,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C1100683555813,武汉达安科技有限公司,91100636035050,武汉达安科技有限公司,1100107747413,武汉达安科技有限公司(特快),商企类,生产加工制造业,汽车,普通,2022-02-21,04141466,胡敏,,,01610913,罗敦松,0.0046,0.0503396239,23.22,0.0018,0.0205311755,6.555
602,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C1100696146150,苏州苏试广博环境可靠性实验室有限公司武汉分公司,91101092909350,苏州苏试广博环境可靠性实验室有限公司武汉分公司-武汉,1100214361830,苏州苏试广博环境可靠性实验室有限公司武汉分公司(特快),商企类,检测类,其他,普通,2025-03-10,01613994,文洁,,,01613994,文洁,0.0092,0.1012830212,16.74,0.0048,0.0562056785,18.24
603,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C1100711134931,东风本田汽车有限公司,91100661254679,东风本田汽车有限公司,1100113775208,东风本田汽车有限公司(特快),商企类,生产加工制造业,汽车,铂金,2022-05-16,03782437,张锬,4003356186,马丽,03582649,罗洋,0.0154,0.2099999954,200.979,0.0098,0.1262263625,12.8
604,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C1100711134931,东风本田汽车有限公司,91101064299283,东风本田汽车有限公司-市场品质科,1100205673342,东风本田汽车有限公司(特快2),商企类,生产加工制造业,汽车,白银,2024-11-15,03582649,罗洋,4003356186,马丽,03582649,罗洋,0.0007,0.0067924527,1.1,0.0013,0.0179125069,9.03
605,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C1100900794124,凌云中南工业有限公司,91100934767996,凌云中南工业有限公司-武汉,1100160367274,凌云中南工业有限公司(特快),商企类,生产加工制造业,汽车,白银,2023-06-29,03782437,张锬,,,03582649,罗洋,0.0046,0.1583018871,103.93,0.0056,0.1087587415,26.15
608,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C1101059644450,武汉嘉晨汽车技术有限公司,91101037255139,武汉嘉晨汽车技术有限公司-武汉,1100195391235,武汉嘉晨汽车技术有限公司(特快),商企类,生鲜特产,其他类,普通,2024-07-09,03582649,罗洋,,,,,0,0,0,0.0006,0.00902233,2.13
609,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C1101106911775,艾德蒙科技（武汉）有限公司,91100923395250,艾德蒙科技（武汉）有限公司,1100154348311,艾德蒙科技（武汉）有限公司(特快),商企类,生产加工制造业,加工制造,普通,2023-05-19,03782437,张锬,,,,,0,0,0,0.0001,0.0009433962,0.1
610,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C1101151589822,快宝(上海)网络技术有限公司,91101016932925,快宝(上海)网络技术有限公司-快宝上门取件武汉市,1100189814441,快宝(上海)网络技术有限公司(上海)网络技术有限公司(快宝上门取件武汉市),商企类,退换货（商企）,快宝退换货（商企）,普通,2024-04-10,"03916800,03881828","徐玉婷,申莉莉",,,03916800,徐玉婷,0.0002,0.0031132076,0.19,0,0,0
611,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C1101367695661,东风畅行科技股份有限公司,91100977010118,东风畅行科技股份有限公司,1100177372997,东风畅行科技股份有限公司(特快),商企类,商业服务类,汽车租赁,普通,2023-11-17,04030473,刘楚舒,,,,,0,0,0,0.0001,0.0009433962,0.1
612,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C1101991680321,东风悦享科技有限公司,91101108244967,东风悦享科技有限公司,1100219587622,东风悦享科技有限公司(特快),商企类,生产加工制造业,汽车,普通,2025-06-06,03782437,张锬,,,03582649,罗洋,0.0051,0.1053773585,102.34,0.0017,0.0291451879,5.12
613,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C1102041542729,凌云华工智能系统（武汉）有限公司,91101027101217,凌云华工智能系统（武汉）有限公司,1100192510505,凌云华工智能系统（武汉）有限公司(特快),商企类,生产加工制造业,加工制造,普通,2024-05-22,03782437,张锬,,,03582649,罗洋,0.0024,0.041320755,4.35,0.0024,0.0439873638,9.4
614,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C1102051649762,湖北食弘益农业科技发展有限公司,91101032803931,湖北食弘益农业科技发展有限公司-武汉,1100194170947,湖北食弘益农业科技发展有限公司(特快),商企类,贸易、消费品、调换货,快速消费品（食品、饮料、烟酒、日化）,普通,2024-06-19,03782437,张锬,,,03582649,罗洋,0.0325,0.1501226433,2066.1,0.0002,0.0023675438,0.2
615,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,C1102407784521,松下汽车电子系统有限公司,91101066657148,松下汽车电子系统有限公司,1100206797160,松下汽车电子系统有限公司(寄递),商企类,贸易、消费品、调换货,零售、批发,普通,2024-11-27,01612066,殷花,,,,,0,0,0,0.0004,0.0040566039,3.575
616,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,P0000001904789,王成刚,80000002232942,王成刚,1030001006078,王成刚(邮政公事寄递),商企类,其他,其他,白银,2015-11-23,19601021,寄递武汉市,4012140468,寄递武汉市,,,0,0,0,0.0002,0.0015611304,0.2
617,420000,湖北省,420100,武汉市,420105,汉阳区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000348,武汉市汉阳区寄递事业部,43000242,武汉市汉阳枫树路揽投部,43000242,武汉市汉阳枫树路揽投部,P8101374465773,刘文国,81100387951690,刘文国,1100061807194,刘文国(同城银行包配送),商企类,金融类,票据、凭证包,钻石,2020-08-14,"04149230,04108662","邓君鑫,罗婧",4003356186,马丽,"04108662,04149230","罗婧,邓君鑫",0.0045,2.547169812,22.5,0,0,0
